graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,n_group1,n_group2,mean_group1,mean_group2,mean_difference_group2_minus_group1,q_statistic,degrees_of_freedom,ci95_lower,ci95_upper,p_value_games_howell_adjusted,reject_games_howell_0p05
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.02617955988640459,0.02692218033710636,0.0007426204507017704,0.23207532738415865,48.76175781827151,-0.013171329801322379,0.01465657070272592,0.9999981590212308,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.03516452849322272,0.040382753400546444,0.005218224907323724,2.129454648808185,76.58249144754106,-0.005275742229331732,0.01571219204397918,0.7405554408849784,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.03516452849322272,0.03510336579995447,-6.116269326825186e-05,0.028130499454226108,77.26645139727155,-0.009369919928600296,0.009247594542063793,0.999999999994291,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.03516452849322272,0.034387729557402234,-0.0007767989358204858,0.2751729030566699,69.53173449942362,-0.012898554173726323,0.011344956302085351,0.9999950933069558,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.03516452849322272,0.025763560544787532,-0.009400967948435188,3.9651085089244806,77.53927392326474,-0.019550816458421508,0.0007488805615511341,0.08775465581514541,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.03516452849322272,0.02692218033710636,-0.00824234815611636,2.411926671567071,59.59374320567352,-0.022988626972126877,0.006503930659894158,0.6151553141556787,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.040382753400546444,0.03510336579995447,-0.005279387600591975,2.2421213176675145,74.06714545322964,-0.015372008918313413,0.004813233717129462,0.6918813244065458,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.040382753400546444,0.034387729557402234,-0.005995023843144209,2.022530475341718,74.28756847509557,-0.018699002716322185,0.006708955030033766,0.7838055298222546,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.040382753400546444,0.025763560544787532,-0.014619192855758911,5.761552540636212,77.72399101960167,-0.025480914950853736,-0.0037574707606640844,0.002051525998478243,True
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.040382753400546444,0.02692218033710636,-0.013460573063440083,3.807969548942865,64.66876721972775,-0.028672855415035083,0.0017517092881549172,0.11667197945643737,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.03510336579995447,0.034387729557402234,-0.0007156362425522339,0.2611667765241439,65.74517380076838,-0.012501828942190485,0.011070556457086017,0.9999963874977704,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.03510336579995447,0.025763560544787532,-0.009339805255166936,4.111355919381145,75.72782003812068,-0.019071064922198424,0.0003914544118645523,0.06832544647060579,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.03510336579995447,0.02692218033710636,-0.008181185462848108,2.442686214832294,56.36046128739505,-0.022662251616957292,0.006299880691261075,0.6011547360106329,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.034387729557402234,0.025763560544787532,-0.008624169012614702,2.9752057306142627,72.35124390494228,-0.021056841104614556,0.0038085030793851525,0.3616139492120478,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.034387729557402234,0.02692218033710636,-0.007465549220295874,1.9633127939674562,73.1842258283169,-0.023769641324976238,0.00883854288438449,0.8062804968801539,False
lfr,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.025763560544787532,0.02692218033710636,0.0011586197923188282,0.3329223212876849,62.39530123452773,-0.013835584982384434,0.016152824567022092,0.9999846594918536,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.008970485805338262,0.010224954160759192,0.0012544683554209304,3.7867673409902967,77.17156843180287,-0.00016389590635983685,0.0026728326172016977,0.1179916718841929,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,40,40,0.008970485805338262,0.011164616232274294,0.0021941304269360324,5.8238507816933796,71.284431074666,0.0005775387638229307,0.003810722090049134,0.001883064900135789,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,40,40,0.008970485805338262,0.01150758807345234,0.002537102268114079,6.952413674162194,73.01512283435905,0.0009723166053451,0.004101887930883058,0.00010439460097466657,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,40,40,0.008970485805338262,0.012373923130167542,0.0034034373248292803,8.417707479038977,67.32344402855766,0.001665612610713405,0.005141262038945155,2.168592878715181e-06,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,40,40,0.008970485805338262,0.012184260658837728,0.0032137748534994664,8.854073292880514,73.29650262603357,0.001657529456616264,0.004770020250382669,4.820691203999417e-07,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.008970485805338262,0.01295016916605694,0.003979683360718678,8.242677681781796,58.46740583749526,0.0018948883802575671,0.006064478341179789,5.172073331838334e-06,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.010224954160759192,0.011164616232274294,0.000939662071515102,2.3998596722836867,74.70542361330439,-0.0007382254046713864,0.00261754954770159,0.6201907891543748,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.010224954160759192,0.01150758807345234,0.0012826339126931485,3.3737167612962518,76.00371396768988,-0.00034579123549953873,0.002911059060885836,0.21903966960088217,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.010224954160759192,0.012373923130167542,0.00214896896940835,5.139305951936877,71.26983097200878,0.0003547462129950261,0.003943191725821674,0.009028102569017538,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.010224954160759192,0.012184260658837728,0.001959306498078536,5.1790977293201514,76.19883979768416,0.0003390192240952923,0.00357959377206178,0.008010882735429936,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.010224954160759192,0.01295016916605694,0.002725215005297748,5.511614641907045,62.17003349106993,0.0005946294098750802,0.004855800600720416,0.0042935969891286785,True
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.011164616232274294,0.01150758807345234,0.00034297184117804656,0.8158240142032364,77.80839127110309,-0.0014565801224325245,0.0021425238047886176,0.9972972813715048,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.011164616232274294,0.012373923130167542,0.0012093068978932479,2.6577225920002845,77.16525033206706,-0.0007388526326751633,0.0031574664284616588,0.5000525606334667,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.011164616232274294,0.012184260658837728,0.001019644426563434,2.435230718175156,77.7372843196084,-0.0007727001196136823,0.00281198897274055,0.6036741295725858,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.011164616232274294,0.01295016916605694,0.001785552933782646,3.394588499263996,70.3601160959593,-0.00047231007474624097,0.0040434159423115325,0.21394055999709338,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.01150758807345234,0.012373923130167542,0.0008663350567152013,1.9456201685296055,76.2194265569234,-0.0010407428121943253,0.002773412925624728,0.8128631015124317,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.01150758807345234,0.012184260658837728,0.0006766725853853874,1.6581133900210356,77.99431965632944,-0.0010701127269306028,0.0024234578977013776,0.9023298878363685,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.01150758807345234,0.01295016916605694,0.0014425810926045994,2.787080278557561,68.47144112508273,-0.0007809916628825561,0.003666153848091755,0.4423474927311062,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.012373923130167542,0.012184260658837728,-0.00018966247132981388,0.42748000347710424,76.02524972979715,-0.0020900229441890485,0.0017106980015294208,0.999933985034626,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.012373923130167542,0.01295016916605694,0.0005762460358893981,1.0552299821944986,73.96669475466469,-0.0017645127822598183,0.0029170048540386145,0.9890674309384359,False
lfr,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.012184260658837728,0.01295016916605694,0.000765908507219212,1.483683324126442,68.14141056328737,-0.0014520793495274996,0.0029838963639659236,0.9403390742415438,False
lfr,node_removal,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.029302605325256324,0.03593461486438691,0.006632009539130589,2.858466063358254,65.68398144711145,-0.0033478365315241614,0.01661185560978534,0.4115590361827103,False
